id,filename,name,profession,title,degree,experience_level,num_jobs,certifications,approx_exp_years,jd_file,edu_pass,skills_match,skills_ratio,match_score,decision,reason
118,118_Nimra_Siddiqui.pdf,Nimra Siddiqui,Marketing,Content Strategist,MBA Marketing,freelancer,2,,2,Marketing_Specialist_JD.docx,TRUE,TRUE,1,100,Accept,"Meets education, experience, and skills requirements."
119,119_Asad_Qureshi.pdf,Asad Qureshi,Data Science,Data Analyst,BS Computer Science,mid-level professional,2,,5,N/A,N/A,N/A,N/A,0,Reject,No JD vacancy exists for this profession.
120,120_Fatima_Niazi.pdf,Fatima Niazi,Marketing,Brand Manager,BBA Marketing,mid-level professional,2,,5,Marketing_Specialist_JD.docx,TRUE,TRUE,1,100,Accept,"Meets education, experience, and skills requirements."
121,121_Farhan_Siddiqui.pdf,Farhan Siddiqui,Software Engineering,Application Developer,MS Computer Science,underqualified candidate,1,Microsoft Certified: Azure Developer Associate,1,Software_Engineer_JD.docx,TRUE,TRUE,1,65,Reject,Fails: experience insufficient (1 yr vs 3 min). Concerns: limited experience
122,122_Salman_Abbasi.pdf,Salman Abbasi,Mechanical Engineering,Design Engineer,MS Mechanical Engineering,senior professional,3,,9,Mechanical_Engineer_JD.docx,TRUE,TRUE,1,100,Accept,"Meets education, experience, and skills requirements."
123,123_Warda_Aslam.pdf,Warda Aslam,Healthcare,Medical Officer,BS Nursing,freelancer,2,Certified Nursing Assistant (CNA); Advanced Cardiac Life Support (ACLS),2,N/A,N/A,N/A,N/A,0,Reject,No JD vacancy exists for this profession.
124,124_Alina_Chaudhry.pdf,Alina Chaudhry,Software Engineering,Backend Developer,BS Computer Engineering,internship experience,1,Oracle Certified Professional Java Programmer; AWS Certified Solutions Architect,0,Software_Engineer_JD.docx,TRUE,TRUE,0.6,49,Reject,Fails: experience insufficient (0 yr vs 3 min). Concerns: very limited professional experience
125,125_Waqas_Khan.pdf,Waqas Khan,Marketing,Marketing Executive,BBA Marketing,internship experience,1,Google Ads Certification; HubSpot Content Marketing Certification,0,Marketing_Specialist_JD.docx,TRUE,TRUE,0.75,90,Accept,"Meets education, experience, and skills requirements."
126,126_Hira_Aslam.pdf,Hira Aslam,Finance,Finance Officer,BS Finance,fresh graduate,0,,0,Financial_Analyst_JD.docx,TRUE,TRUE,0.75,55,Reject,Fails: experience insufficient (0 yr vs 2 min). Concerns: very limited professional experience
127,127_Sadia_Butt.pdf,Sadia Butt,Human Resources,Talent Acquisition Specialist,BS Psychology,career changer,1,SHRM-CP,1,HR_Specialist_JD.docx,TRUE,TRUE,1,100,Doubtful,Meets core criteria but: career changer — prior relevance unconfirmed
128,128_Kashif_Baig.pdf,Kashif Baig,Legal,Legal Research Associate,LLM,underqualified candidate,1,Certified Compliance Professional,1,Lawyer_JD.docx,TRUE,TRUE,1,83,Doubtful,Meets core criteria but: experience slightly below minimum; limited experience
129,129_Imran_Rehman.pdf,Imran Rehman,Legal,Legal Advisor,BA-LLB,freelancer,2,Certified Compliance Professional,2,Lawyer_JD.docx,TRUE,TRUE,0.75,90,Accept,"Meets education, experience, and skills requirements."
130,130_Sara_Javed.pdf,Sara Javed,Cybersecurity,Security Engineer,MS Information Assurance,underqualified candidate,1,,1,N/A,N/A,N/A,N/A,0,Reject,No JD vacancy exists for this profession.
131,131_Hassan_Malik.pdf,Hassan Malik,Finance,Budget Analyst,BS Accounting,freelancer,2,Certified Public Accountant (CPA),2,Financial_Analyst_JD.docx,TRUE,TRUE,0.75,90,Accept,"Meets education, experience, and skills requirements."
132,132_Rizwan_Iqbal.pdf,Rizwan Iqbal,Mechanical Engineering,Manufacturing Engineer,BS Mechanical Engineering,fresh graduate,0,Certified Manufacturing Technologist,0,Mechanical_Engineer_JD.docx,TRUE,TRUE,1,65,Reject,Fails: experience insufficient (0 yr vs 3 min). Concerns: very limited professional experience
133,133_Ali_Farooq.pdf,Ali Farooq,Data Science,AI Engineer,MS Applied Mathematics,overqualified candidate,4,,12,N/A,N/A,N/A,N/A,0,Reject,No JD vacancy exists for this profession.
134,134_Noor_Awan.pdf,Noor Awan,Human Resources,HR Business Partner,BS Psychology,overqualified candidate,4,,12,HR_Specialist_JD.docx,TRUE,TRUE,0.75,40,Reject,Fails: overqualified — policy disallows
135,135_Ali_Sheikh.pdf,Ali Sheikh,Data Science,Analytics Engineer,MS Data Science,candidate with employment gap,2,Microsoft Certified: Azure Data Scientist Associate,4,N/A,N/A,N/A,N/A,0,Reject,No JD vacancy exists for this profession.
136,136_Mehak_Javed.pdf,Mehak Javed,Education,Instructional Designer,MPhil Education,internship experience,1,Teaching Certification; TEFL Certification,0,N/A,N/A,N/A,N/A,0,Reject,No JD vacancy exists for this profession.
137,137_Iqra_Javed.pdf,Iqra Javed,Marketing,Marketing Executive,BS Media Studies,mid-level professional,2,HubSpot Content Marketing Certification,5,Marketing_Specialist_JD.docx,TRUE,TRUE,1,100,Accept,"Meets education, experience, and skills requirements."
138,138_Usman_Hussain.pdf,Usman Hussain,Marketing,Digital Marketing Specialist,BS Media Studies,senior professional,3,HubSpot Content Marketing Certification; Meta Blueprint Certification,9,Marketing_Specialist_JD.docx,TRUE,TRUE,1,100,Accept,"Meets education, experience, and skills requirements."
139,139_Adeel_Butt.pdf,Adeel Butt,Healthcare,Registered Nurse,MD,fresh graduate,0,,0,N/A,N/A,N/A,N/A,0,Reject,No JD vacancy exists for this profession.
140,140_Iqra_Abbasi.pdf,Iqra Abbasi,Civil Engineering,Construction Manager,MS Structural Engineering,underqualified candidate,1,,1,Civil_Engineer_JD.docx,TRUE,TRUE,1,65,Reject,Fails: experience insufficient (1 yr vs 5 min). Concerns: limited experience
141,141_Maria_Iqbal.pdf,Maria Iqbal,Civil Engineering,Construction Manager,MS Structural Engineering,career changer,1,,1,Civil_Engineer_JD.docx,TRUE,TRUE,0.8,57,Reject,Fails: experience insufficient (1 yr vs 5 min). Concerns: career changer — prior relevance unconfirmed
142,142_Hamza_Sheikh.pdf,Hamza Sheikh,Marketing,Brand Manager,BS Mass Communication,mid-level professional,2,HubSpot Content Marketing Certification,5,Marketing_Specialist_JD.docx,TRUE,TRUE,1,100,Accept,"Meets education, experience, and skills requirements."
143,143_Bilal_Baig.pdf,Bilal Baig,Data Science,AI Engineer,BS Computer Science,junior professional,1,,2,N/A,N/A,N/A,N/A,0,Reject,No JD vacancy exists for this profession.
144,144_Mahnoor_Abbasi.pdf,Mahnoor Abbasi,Human Resources,Talent Acquisition Specialist,MBA Human Resources,underqualified candidate,1,,1,HR_Specialist_JD.docx,TRUE,TRUE,1,100,Accept,"Meets education, experience, and skills requirements."
145,145_Ahmed_Farooq.pdf,Ahmed Farooq,Civil Engineering,Civil Engineer,MS Structural Engineering,career changer,1,PMP (Project Management Professional),1,Civil_Engineer_JD.docx,TRUE,TRUE,1,65,Reject,Fails: experience insufficient (1 yr vs 5 min). Concerns: career changer — prior relevance unconfirmed
146,146_Kashif_Siddiqui.pdf,Kashif Siddiqui,Cybersecurity,Security Consultant,MS Information Assurance,candidate with employment gap,2,,4,N/A,N/A,N/A,N/A,0,Reject,No JD vacancy exists for this profession.
147,147_Amna_Gill.pdf,Amna Gill,Mechanical Engineering,Maintenance Engineer,BS Mechanical Engineering,candidate with employment gap,2,Certified Manufacturing Technologist,4,Mechanical_Engineer_JD.docx,TRUE,TRUE,1,100,Doubtful,Meets core criteria but: employment gap present
148,148_Asad_Hussain.pdf,Asad Hussain,Education,Instructional Designer,MPhil Education,senior professional,3,,9,N/A,N/A,N/A,N/A,0,Reject,No JD vacancy exists for this profession.
149,149_Adeel_Raza.pdf,Adeel Raza,Education,Subject Specialist,MA Education,underqualified candidate,1,Teaching Certification,1,N/A,N/A,N/A,N/A,0,Reject,No JD vacancy exists for this profession.
150,150_Nimra_Abbasi.pdf,Nimra Abbasi,Mechanical Engineering,Maintenance Engineer,MS Mechanical Engineering,fresh graduate,0,Six Sigma Green Belt,0,Mechanical_Engineer_JD.docx,TRUE,TRUE,1,65,Reject,Fails: experience insufficient (0 yr vs 3 min). Concerns: very limited professional experience
